flow,occupy,speed
63.0,0.018000000000000002,64.6
53.0,0.0127,66.0
49.0,0.0129,65.9
42.0,0.0102,66.9
52.0,0.012,67.9
46.0,0.0128,66.5
42.0,0.0083,68.4
44.0,0.0097,69.1
66.0,0.0133,71.3
58.0,0.013999999999999999,68.3
49.0,0.011000000000000001,67.7
29.0,0.0067,67.2
39.0,0.0089,67.4
33.0,0.0096,66.9
42.0,0.0119,65.8
31.0,0.0109,63.8
59.0,0.0099,69.4
33.0,0.0084,67.5
46.0,0.0116,68.1
37.0,0.0071,68.7
43.0,0.0113,66.0
54.0,0.0096,69.0
24.0,0.0053,68.8
37.0,0.0109,67.6
47.0,0.0102,67.5
41.0,0.0095,67.6
25.0,0.0058,68.1
48.0,0.0106,66.6
34.0,0.0093,66.6
30.0,0.006,68.2
30.0,0.0083,67.5
49.0,0.0113,68.2
36.0,0.0066,69.2
39.0,0.0082,68.5
23.0,0.0051,69.3
53.0,0.0138,65.6
40.0,0.0098,66.2
41.0,0.0105,66.8
39.0,0.0132,65.4
37.0,0.0088,67.6
79.0,0.0166,71.9
54.0,0.0162,67.1
70.0,0.0165,68.8
45.0,0.0144,64.9
69.0,0.0143,68.1
58.0,0.0152,68.0
58.0,0.0151,67.8
91.0,0.0208,70.3
65.0,0.0148,70.6
58.0,0.0129,70.4
46.0,0.0127,68.0
72.0,0.0148,71.5
84.0,0.0219,69.2
81.0,0.0239,65.7
68.0,0.0196,65.4
84.0,0.0212,66.4
76.0,0.0206,66.1
75.0,0.0193,66.5
48.0,0.0154,65.5
100.0,0.0273,65.9
76.0,0.0199,66.2
96.0,0.0279,63.9
119.0,0.0297,67.7
107.0,0.0299,65.7
157.0,0.0415,66.1
115.0,0.0288,67.7
127.0,0.0338,67.2
124.0,0.0367,63.7
120.0,0.0362,61.6
140.0,0.0394,62.5
102.0,0.0312,62.3
139.0,0.0381,63.4
130.0,0.0338,65.6
153.0,0.0409,65.6
147.0,0.0402,64.7
164.0,0.0445,64.6
154.0,0.0442,63.8
140.0,0.0389,62.9
154.0,0.046,60.9
144.0,0.0426,61.0
158.0,0.046,60.6
185.0,0.0498,62.7
128.0,0.0341,63.5
174.0,0.0452,65.2
155.0,0.0407,65.6
145.0,0.0435,62.8
190.0,0.0583,60.2
175.0,0.0441,63.6
251.0,0.0662,64.7
193.0,0.0545,63.6
158.0,0.0421,64.1
238.0,0.0593,66.8
218.0,0.0543,68.3
186.0,0.0499,66.8
198.0,0.0551,64.0
174.0,0.0449,64.5
170.0,0.0444,65.1
214.0,0.0587,63.8
222.0,0.0589,63.7
218.0,0.0579,64.4
202.0,0.0526,64.7
269.0,0.0699,65.4
261.0,0.0716,63.8
242.0,0.0604,65.6
261.0,0.0733,63.9
203.0,0.0542,63.2
221.0,0.0603,63.1
239.0,0.0607,64.4
226.0,0.0485,70.8
212.0,0.0582,66.3
233.0,0.0632,64.6
228.0,0.0628,63.4
224.0,0.0613,63.1
205.0,0.0552,63.4
242.0,0.0697,61.6
236.0,0.0643,62.1
267.0,0.0701,64.0
218.0,0.057999999999999996,63.9
238.0,0.0637,64.5
240.0,0.0629,64.7
223.0,0.0597,63.6
233.0,0.0593,65.1
253.0,0.0661,65.0
182.0,0.0482,64.9
245.0,0.0676,63.4
277.0,0.0738,63.3
284.0,0.0762,63.4
268.0,0.0771,61.4
241.0,0.0646,62.4
288.0,0.0737,65.2
250.0,0.0669,64.3
243.0,0.0617,65.1
217.0,0.0561,65.1
282.0,0.0752,64.9
280.0,0.0755,64.3
246.0,0.0644,64.4
262.0,0.0663,65.5
253.0,0.0686,64.9
301.0,0.0854,62.2
298.0,0.0773,64.5
258.0,0.0707,63.2
289.0,0.0846,61.0
244.0,0.0683,61.2
279.0,0.076,61.9
291.0,0.0826,61.2
337.0,0.0943,61.4
327.0,0.0855,62.9
245.0,0.0688,62.1
289.0,0.0871,60.2
269.0,0.0734,60.9
240.0,0.0669,60.9
205.0,0.0556,62.0
336.0,0.0905,62.9
321.0,0.091,61.5
278.0,0.0773,61.4
301.0,0.0777,63.4
215.0,0.0613,62.1
254.0,0.073,60.7
344.0,0.0996,59.9
302.0,0.0847,60.3
339.0,0.09300000000000001,61.4
320.0,0.0967,59.0
341.0,0.1048,57.4
342.0,0.0963,59.2
340.0,0.0973,59.5
298.0,0.0849,59.5
307.0,0.0876,59.6
334.0,0.0937,60.5
299.0,0.0861,59.7
271.0,0.0779,59.9
312.0,0.0907,59.3
290.0,0.0802,60.6
305.0,0.0878,60.1
367.0,0.1077,58.8
329.0,0.0904,60.7
319.0,0.0855,62.0
314.0,0.0892,61.4
283.0,0.0845,59.7
308.0,0.08199999999999999,61.1
258.0,0.0723,60.5
329.0,0.0924,60.4
317.0,0.0868,60.8
254.0,0.0693,61.5
280.0,0.0786,60.6
349.0,0.1015,59.8
281.0,0.0789,59.8
350.0,0.1022,59.1
348.0,0.0972,59.5
244.0,0.0664,60.0
331.0,0.0948,59.6
268.0,0.0749,59.7
302.0,0.0868,59.4
331.0,0.0967,58.7
286.0,0.0871,57.0
317.0,0.0903,57.9
304.0,0.0829,59.8
323.0,0.0908,59.9
317.0,0.0887,60.1
292.0,0.0786,61.0
347.0,0.0965,60.9
291.0,0.0772,62.2
290.0,0.0779,62.3
350.0,0.0998,61.0
329.0,0.0906,60.7
328.0,0.0949,59.8
346.0,0.1008,58.7
341.0,0.0964,59.0
362.0,0.1057,58.5
299.0,0.0879,57.9
369.0,0.1034,59.0
312.0,0.0906,58.4
342.0,0.0992,58.3
323.0,0.0954,57.8
304.0,0.0883,58.0
318.0,0.0926,58.7
287.0,0.0791,60.6
300.0,0.0857,60.9
259.0,0.071,61.8
315.0,0.1003,58.5
255.0,0.0753,58.5
275.0,0.0789,59.7
288.0,0.0914,57.3
277.0,0.0798,58.8
278.0,0.08,59.4
259.0,0.0707,61.0
274.0,0.08,60.3
258.0,0.075,59.7
240.0,0.0617,62.7
278.0,0.0765,62.4
203.0,0.0559,62.2
216.0,0.057999999999999996,63.1
220.0,0.061,62.5
204.0,0.0538,63.4
213.0,0.0553,64.3
202.0,0.055999999999999994,62.8
145.0,0.0391,63.3
177.0,0.0486,63.2
180.0,0.0439,65.0
142.0,0.0378,64.8
154.0,0.0388,66.3
146.0,0.0398,64.6
198.0,0.0483,66.8
148.0,0.040999999999999995,64.5
230.0,0.0585,65.4
257.0,0.0674,65.8
228.0,0.0631,63.7
241.0,0.064,64.4
244.0,0.0629,65.1
242.0,0.062,65.8
198.0,0.0531,64.8
181.0,0.0526,63.4
224.0,0.0591,65.7
121.0,0.0338,64.0
156.0,0.0421,65.1
158.0,0.0408,67.0
134.0,0.0344,68.0
163.0,0.0437,67.6
152.0,0.0403,67.2
175.0,0.0445,68.5
142.0,0.0367,68.9
147.0,0.039,67.5
157.0,0.0376,71.4
154.0,0.0382,70.1
137.0,0.0349,68.6
138.0,0.0362,66.9
140.0,0.0368,65.6
132.0,0.0339,65.6
122.0,0.0663,53.8
152.0,0.039,59.4
119.0,0.0315,62.1
151.0,0.0358,66.7
145.0,0.0325,71.1
124.0,0.0318,68.4
106.0,0.0288,66.1
116.0,0.0289,65.5
128.0,0.0272,69.1
109.0,0.0259,68.5
103.0,0.0256,66.6
95.0,0.0266,63.8
95.0,0.0242,63.1
87.0,0.0225,63.2
91.0,0.0247,62.8
72.0,0.0191,63.5
115.0,0.0265,66.5
80.0,0.0214,63.8
93.0,0.0197,68.7
69.0,0.0168,68.5
92.0,0.0205,69.8
54.0,0.0127,68.6
76.0,0.0175,67.9
78.0,0.0173,68.1
67.0,0.0155,67.4
74.0,0.0163,67.2
63.0,0.0161,65.1
55.0,0.0122,67.4
68.0,0.0139,69.3
46.0,0.0096,69.0
59.0,0.0132,68.5
51.0,0.0116,68.4
41.0,0.0094,67.1
49.0,0.0117,66.8
30.0,0.0065,67.3
59.0,0.0104,70.1
30.0,0.0091,67.2
38.0,0.0097,66.4
54.0,0.0126,67.1
42.0,0.0075,69.1
29.0,0.0081,67.4
39.0,0.0083,67.6
32.0,0.0071,68.2
45.0,0.0082,68.8
54.0,0.0097,69.5
36.0,0.008,68.4
26.0,0.0063,67.1
36.0,0.0067,68.6
62.0,0.0101,71.1
36.0,0.0082,68.8
28.0,0.0063,67.6
49.0,0.0115,67.5
46.0,0.008,68.7
37.0,0.0084,69.3
30.0,0.0065,68.6
43.0,0.0092,68.0
39.0,0.0083,68.7
28.0,0.0053,68.3
42.0,0.011000000000000001,66.3
24.0,0.0061,66.8
31.0,0.0065,67.1
40.0,0.0104,66.7
44.0,0.01,66.7
33.0,0.0079,66.9
54.0,0.0109,67.8
61.0,0.0117,68.4
65.0,0.0115,70.2
59.0,0.0093,72.0
57.0,0.0096,72.4
45.0,0.0088,70.3
35.0,0.0109,67.1
57.0,0.0131,67.8
43.0,0.0078,68.9
59.0,0.0129,67.4
58.0,0.0121,68.0
57.0,0.013000000000000001,67.9
69.0,0.0141,68.2
70.0,0.0131,70.7
67.0,0.0139,69.6
75.0,0.0154,71.0
61.0,0.0127,70.3
73.0,0.0177,70.0
82.0,0.0195,69.4
70.0,0.0176,67.5
84.0,0.0205,66.0
90.0,0.022000000000000002,65.8
82.0,0.0192,65.5
116.0,0.0242,69.6
99.0,0.0218,70.1
60.0,0.0139,68.7
80.0,0.0176,69.3
99.0,0.0212,72.9
80.0,0.0182,71.5
91.0,0.0207,72.2
78.0,0.0165,72.6
76.0,0.0187,68.8
91.0,0.0215,68.6
108.0,0.0265,67.6
91.0,0.0244,65.0
99.0,0.0216,68.8
93.0,0.0222,67.9
112.0,0.0249,70.9
72.0,0.02,66.6
107.0,0.0256,67.9
97.0,0.0227,68.0
78.0,0.0192,67.4
79.0,0.019,67.4
86.0,0.0228,66.4
125.0,0.0322,65.2
107.0,0.0236,68.9
114.0,0.0257,69.0
127.0,0.0314,67.8
98.0,0.0253,66.4
114.0,0.0296,65.8
128.0,0.0332,64.2
83.0,0.0203,65.9
134.0,0.0343,65.7
122.0,0.0315,65.8
143.0,0.0347,67.7
107.0,0.0273,66.0
164.0,0.0379,69.2
147.0,0.0343,69.6
172.0,0.0436,67.7
139.0,0.0335,68.4
170.0,0.043,67.3
176.0,0.0444,66.7
204.0,0.0471,69.3
131.0,0.0319,68.8
149.0,0.0371,68.3
159.0,0.0421,66.0
136.0,0.0338,66.3
151.0,0.0364,68.3
184.0,0.0453,68.3
223.0,0.0569,67.0
194.0,0.0492,66.7
208.0,0.0519,66.9
209.0,0.0513,67.9
162.0,0.0409,67.0
214.0,0.0543,67.0
162.0,0.0394,65.1
180.0,0.0479,62.7
209.0,0.053,62.1
226.0,0.0574,62.1
194.0,0.049,62.2
207.0,0.0534,61.5
181.0,0.0446,63.0
222.0,0.0532,64.0
219.0,0.0545,64.5
253.0,0.0651,62.8
243.0,0.0613,63.0
263.0,0.0686,62.2
184.0,0.0465,62.2
208.0,0.0548,61.9
227.0,0.0602,61.4
258.0,0.0689,60.7
238.0,0.0602,62.5
210.0,0.0538,61.3
216.0,0.0523,63.6
229.0,0.0622,61.7
230.0,0.0577,63.2
233.0,0.0607,61.9
296.0,0.0782,61.4
271.0,0.0696,62.3
252.0,0.0681,61.2
257.0,0.0676,61.3
289.0,0.0761,61.6
273.0,0.0742,60.1
275.0,0.0755,59.3
259.0,0.068,60.5
342.0,0.0945,59.7
279.0,0.0768,59.5
295.0,0.0802,59.7
262.0,0.0701,59.9
253.0,0.066,60.9
277.0,0.0758,60.4
284.0,0.0761,60.2
203.0,0.0544,60.5
314.0,0.086,60.1
285.0,0.0774,59.2
304.0,0.081,60.3
282.0,0.0744,61.6
222.0,0.0592,60.5
248.0,0.0684,60.1
245.0,0.068,59.2
245.0,0.0641,60.7
269.0,0.0746,60.2
257.0,0.0676,59.7
170.0,0.0469,59.2
263.0,0.0685,60.7
286.0,0.0801,59.1
280.0,0.1026,55.7
253.0,0.0681,57.6
251.0,0.0665,59.4
322.0,0.0907,58.8
287.0,0.075,60.2
287.0,0.0859,57.2
315.0,0.0862,58.4
280.0,0.0754,59.0
281.0,0.0738,59.9
280.0,0.0747,60.0
209.0,0.0576,59.2
238.0,0.064,59.5
233.0,0.0648,58.6
272.0,0.0698,60.6
270.0,0.0723,61.2
233.0,0.0583,62.4
230.0,0.0589,62.1
242.0,0.0652,61.0
248.0,0.0658,61.0
286.0,0.0802,59.2
258.0,0.0683,59.2
277.0,0.0791,58.8
258.0,0.0684,59.8
285.0,0.0786,59.3
341.0,0.0935,59.2
284.0,0.0748,60.1
300.0,0.0814,60.1
299.0,0.0841,58.4
284.0,0.0744,59.6
300.0,0.0834,58.8
302.0,0.0836,59.0
295.0,0.0806,58.8
291.0,0.0755,60.1
318.0,0.0845,60.9
257.0,0.0666,61.2
267.0,0.0738,59.6
249.0,0.0668,60.4
270.0,0.0756,59.6
292.0,0.0826,58.7
267.0,0.0723,59.2
266.0,0.0777,58.5
254.0,0.0682,58.8
240.0,0.0665,59.2
301.0,0.081,60.3
241.0,0.0664,59.7
402.0,0.1211,56.9
282.0,0.0784,57.7
250.0,0.0706,57.6
299.0,0.08199999999999999,58.3
241.0,0.0659,58.8
261.0,0.0738,58.2
222.0,0.0683,55.8
260.0,0.0714,57.4
243.0,0.0669,58.5
213.0,0.0638,56.7
255.0,0.0708,57.8
198.0,0.055,58.0
243.0,0.0648,59.4
217.0,0.0623,58.3
215.0,0.0586,58.8
198.0,0.0565,58.3
194.0,0.0536,58.2
257.0,0.0756,57.4
223.0,0.0613,57.1
263.0,0.0712,58.8
276.0,0.0761,58.1
210.0,0.057999999999999996,58.2
209.0,0.0575,58.1
235.0,0.0616,59.8
221.0,0.0624,59.0
217.0,0.0588,60.2
229.0,0.0632,60.2
221.0,0.0627,59.4
190.0,0.0521,59.4
213.0,0.0594,60.0
219.0,0.0595,60.2
171.0,0.0472,60.1
242.0,0.0614,61.5
182.0,0.0484,62.2
177.0,0.0463,62.4
192.0,0.0501,62.2
172.0,0.0455,64.1
181.0,0.0495,64.0
173.0,0.045,65.4
184.0,0.0499,65.1
170.0,0.043,66.8
170.0,0.0449,67.1
145.0,0.0401,65.1
148.0,0.038,66.6
150.0,0.0395,65.9
125.0,0.0343,65.2
109.0,0.0298,64.8
120.0,0.0322,65.8
136.0,0.036000000000000004,65.9
98.0,0.0264,65.2
154.0,0.0353,70.1
144.0,0.0376,67.5
114.0,0.0289,67.6
133.0,0.0351,66.5
126.0,0.0328,66.2
137.0,0.0339,66.8
135.0,0.0364,65.7
109.0,0.0274,67.3
117.0,0.0261,70.8
82.0,0.0225,67.2
82.0,0.0204,66.0
82.0,0.0185,66.8
67.0,0.0161,65.4
85.0,0.0201,67.0
48.0,0.0141,65.1
95.0,0.0219,67.7
79.0,0.0177,69.2
68.0,0.0171,67.9
56.0,0.0133,68.8
66.0,0.013999999999999999,68.2
57.0,0.0174,64.9
45.0,0.0105,66.4
36.0,0.0098,68.1
34.0,0.0084,67.8
49.0,0.0142,65.5
26.0,0.0072,66.2
35.0,0.0097,66.3
24.0,0.0066,66.7
32.0,0.0072,66.8
53.0,0.0125,68.2
54.0,0.011000000000000001,69.9
35.0,0.0087,68.7
36.0,0.0068,70.3
68.0,0.0106,75.2
34.0,0.0064,71.5
27.0,0.0057,69.1
43.0,0.008,69.9
28.0,0.0062,69.2
27.0,0.0072,67.6
23.0,0.0056,67.0
50.0,0.0093,71.6
38.0,0.0089,69.2
27.0,0.0063,67.5
25.0,0.0073,67.0
31.0,0.0059,68.4
17.0,0.0043,68.1
30.0,0.0083,68.4
59.0,0.0107,71.0
43.0,0.0086,69.7
27.0,0.0063,69.1
39.0,0.0093,68.6
39.0,0.0088,69.6
34.0,0.0108,67.2
39.0,0.013000000000000001,66.4
57.0,0.0134,69.3
45.0,0.0112,68.0
46.0,0.0104,69.2
47.0,0.0102,68.5
46.0,0.0129,66.9
44.0,0.0086,69.4
49.0,0.0108,69.9
66.0,0.0129,72.7
66.0,0.0197,68.4
69.0,0.017,68.8
65.0,0.0174,67.6
76.0,0.0215,67.6
70.0,0.0234,64.7
65.0,0.0152,66.9
99.0,0.0243,68.7
91.0,0.0228,68.6
101.0,0.0266,71.1
111.0,0.0291,70.7
115.0,0.0313,70.5
110.0,0.0321,68.3
142.0,0.0379,70.0
134.0,0.0399,68.1
127.0,0.0378,66.6
188.0,0.0584,63.7
182.0,0.0419,71.1
209.0,0.0562,70.8
193.0,0.0538,69.5
176.0,0.0494,68.8
187.0,0.0547,70.6
231.0,0.0634,72.9
283.0,0.0862,70.4
255.0,0.0766,69.7
248.0,0.0703,71.1
342.0,0.0974,71.8
384.0,0.1144,70.4
422.0,0.128,69.2
439.0,0.1348,68.2
476.0,0.1482,67.3
421.0,0.1307,67.0
461.0,0.1413,66.8
439.0,0.1379,62.0
461.0,0.1611,57.0
345.0,0.12300000000000001,53.6
478.0,0.1689,52.4
448.0,0.1643,51.2
486.0,0.1895,49.3
451.0,0.171,48.6
405.0,0.1552,47.8
416.0,0.1772,45.3
334.0,0.1439,43.5
437.0,0.1855,43.0
436.0,0.198,41.5
477.0,0.1902,43.6
451.0,0.1638,46.8
413.0,0.1537,48.3
422.0,0.1651,47.3
458.0,0.18,46.6
484.0,0.2137,43.8
412.0,0.1771,43.1
352.0,0.14,45.0
266.0,0.0816,52.2
289.0,0.0893,55.5
239.0,0.0717,58.2
300.0,0.1065,54.2
462.0,0.2441,44.5
365.0,0.1591,43.3
436.0,0.188,42.6
482.0,0.214,42.1
398.0,0.1986,39.5
469.0,0.2001,41.3
492.0,0.2052,42.4
421.0,0.151,46.8
397.0,0.1532,47.4
432.0,0.172,46.8
451.0,0.1992,43.9
468.0,0.1936,43.8
440.0,0.2223,40.6
437.0,0.1932,41.2
482.0,0.2076,41.8
487.0,0.1828,45.2
485.0,0.2168,43.4
425.0,0.1621,45.6
422.0,0.1521,48.1
429.0,0.1901,45.0
420.0,0.1785,44.4
480.0,0.1721,47.6
400.0,0.1608,47.1
494.0,0.1937,46.5
426.0,0.1531,48.7
427.0,0.145,50.9
504.0,0.1737,51.8
350.0,0.1119,53.7
346.0,0.1037,57.3
288.0,0.0914,57.0
329.0,0.1002,57.9
349.0,0.1096,58.3
324.0,0.0951,59.9
327.0,0.1039,58.9
288.0,0.0816,61.1
286.0,0.0855,60.5
274.0,0.0817,60.6
283.0,0.0853,60.6
255.0,0.077,60.0
281.0,0.0876,59.5
256.0,0.0731,61.3
272.0,0.0748,63.2
233.0,0.069,62.4
237.0,0.0693,62.0
224.0,0.0732,58.8
219.0,0.0649,59.9
200.0,0.0605,60.5
158.0,0.0448,61.4
188.0,0.0539,61.6
196.0,0.0578,62.0
192.0,0.0553,62.0
206.0,0.0601,62.4
215.0,0.0627,61.9
169.0,0.0505,61.5
226.0,0.0658,62.1
185.0,0.0534,61.6
198.0,0.0591,61.7
222.0,0.0625,62.5
219.0,0.0609,63.9
193.0,0.055999999999999994,62.6
160.0,0.0495,60.4
200.0,0.06,61.0
151.0,0.0409,63.5
215.0,0.0589,64.2
193.0,0.0506,66.1
195.0,0.0557,64.4
181.0,0.0538,62.9
187.0,0.0494,65.0
200.0,0.0555,64.9
148.0,0.0422,64.7
214.0,0.0572,66.1
208.0,0.0598,64.6
191.0,0.0508,65.0
147.0,0.0419,64.2
185.0,0.0495,65.3
225.0,0.0641,63.8
217.0,0.0585,64.6
220.0,0.0599,65.2
212.0,0.0565,66.1
180.0,0.0534,63.5
229.0,0.0665,62.8
182.0,0.0491,65.2
201.0,0.0526,66.0
214.0,0.0612,64.4
193.0,0.0541,64.0
179.0,0.0524,63.1
220.0,0.0633,62.6
184.0,0.0509,63.4
190.0,0.0548,62.4
171.0,0.0491,62.4
213.0,0.0587,63.5
194.0,0.0567,62.4
174.0,0.0457,65.3
205.0,0.055,66.1
224.0,0.0572,67.8
214.0,0.0573,67.0
209.0,0.0517,69.7
196.0,0.0541,67.9
196.0,0.0527,67.6
212.0,0.057,67.7
244.0,0.0639,67.8
228.0,0.0603,67.7
214.0,0.0577,67.3
218.0,0.0611,65.8
230.0,0.0586,68.1
276.0,0.0804,65.5
211.0,0.055999999999999994,66.7
229.0,0.0622,66.8
234.0,0.0694,63.9
210.0,0.0603,63.3
249.0,0.0669,65.0
255.0,0.0667,66.6
268.0,0.0745,66.0
263.0,0.0692,66.8
248.0,0.0727,64.5
255.0,0.0616,69.9
251.0,0.0717,66.3
236.0,0.0668,64.7
224.0,0.0677,62.3
207.0,0.0639,60.2
247.0,0.0711,61.3
242.0,0.0706,61.2
237.0,0.0721,60.2
199.0,0.0587,60.5
224.0,0.066,60.4
235.0,0.0688,60.8
237.0,0.0656,63.2
189.0,0.0523,63.7
208.0,0.063,61.6
191.0,0.0556,61.6
192.0,0.0507,64.6
160.0,0.0427,65.5
192.0,0.052000000000000005,66.7
164.0,0.0479,65.2
135.0,0.0358,66.8
200.0,0.0522,69.0
141.0,0.0399,67.2
146.0,0.0394,67.3
159.0,0.0461,65.2
136.0,0.0324,71.0
135.0,0.0359,69.6
133.0,0.036000000000000004,68.4
122.0,0.0294,70.8
99.0,0.0274,68.6
117.0,0.0313,69.8
110.0,0.0278,70.6
121.0,0.0313,70.4
115.0,0.0276,72.4
134.0,0.0343,71.8
103.0,0.0266,70.8
121.0,0.0314,69.9
104.0,0.0253,72.9
122.0,0.0324,70.1
82.0,0.0212,69.3
112.0,0.0316,67.5
109.0,0.0314,67.1
91.0,0.0262,65.6
117.0,0.0283,69.2
70.0,0.0228,64.3
104.0,0.0299,64.0
89.0,0.0245,65.1
95.0,0.0256,65.9
117.0,0.032,65.5
96.0,0.0276,64.8
93.0,0.0265,64.6
103.0,0.0315,64.0
80.0,0.0227,64.0
109.0,0.0284,66.8
98.0,0.0269,65.7
87.0,0.0195,67.6
96.0,0.0226,70.5
75.0,0.0186,68.5
83.0,0.0247,66.1
89.0,0.0224,68.1
94.0,0.0211,71.8
80.0,0.0199,69.9
71.0,0.0186,66.9
82.0,0.0166,70.5
92.0,0.0193,75.7
58.0,0.0172,68.6
73.0,0.0178,68.3
60.0,0.0148,67.7
54.0,0.0143,67.7
42.0,0.0108,67.0
65.0,0.0152,68.2
58.0,0.0175,65.9
48.0,0.0113,66.3
59.0,0.0153,67.9
44.0,0.0104,67.5
58.0,0.0159,67.6
53.0,0.0148,66.8
60.0,0.0131,68.2
45.0,0.0129,68.3
66.0,0.0163,68.4
45.0,0.0089,70.1
48.0,0.0106,69.2
53.0,0.0133,68.7
51.0,0.0133,68.1
32.0,0.0055,70.1
53.0,0.0098,70.9
35.0,0.0087,68.6
63.0,0.0114,74.2
37.0,0.0074,70.9
33.0,0.008,69.2
38.0,0.0092,69.2
59.0,0.0093,71.9
37.0,0.0088,68.4
34.0,0.0063,69.5
16.0,0.004,68.4
36.0,0.0086,68.5
27.0,0.0082,67.0
27.0,0.0063,67.7
22.0,0.0058,67.4
24.0,0.0072,66.7
17.0,0.0041,67.2
34.0,0.0087,67.6
31.0,0.0048,69.7
20.0,0.0056,68.5
23.0,0.0055,68.0
38.0,0.0085,67.9
40.0,0.0067,69.7
35.0,0.0068,69.1
55.0,0.0129,67.2
30.0,0.0087,65.8
64.0,0.0125,69.1
37.0,0.0082,68.6
40.0,0.0094,67.8
52.0,0.0108,68.9
44.0,0.0078,70.9
35.0,0.0095,68.9
77.0,0.0163,73.6
53.0,0.0135,70.5
48.0,0.0144,67.9
64.0,0.0154,71.3
64.0,0.013000000000000001,71.4
76.0,0.0183,71.2
87.0,0.0242,67.6
61.0,0.0197,65.9
84.0,0.0233,66.1
96.0,0.0229,67.5
104.0,0.0272,69.3
78.0,0.0234,66.8
102.0,0.0268,69.2
96.0,0.028999999999999998,66.2
119.0,0.0305,68.5
143.0,0.038,69.2
144.0,0.039,68.2
178.0,0.0476,69.2
169.0,0.0515,65.5
187.0,0.0539,65.5
218.0,0.0638,64.4
182.0,0.0525,64.7
171.0,0.0507,67.7
244.0,0.0691,71.1
250.0,0.0759,70.5
261.0,0.0734,72.0
334.0,0.1043,69.5
366.0,0.1115,69.6
436.0,0.138,67.5
454.0,0.14800000000000002,65.9
438.0,0.1389,65.6
414.0,0.138,64.1
486.0,0.1521,65.2
446.0,0.1561,62.4
450.0,0.1501,58.0
404.0,0.1439,54.3
486.0,0.1808,51.3
371.0,0.1687,45.1
370.0,0.1381,46.6
480.0,0.1857,46.5
412.0,0.1642,45.9
434.0,0.1614,47.2
451.0,0.1657,48.0
394.0,0.1622,46.1
438.0,0.1861,44.0
438.0,0.1812,44.1
452.0,0.1705,45.9
422.0,0.2557,37.6
397.0,0.2453,33.3
282.0,0.1804,30.6
406.0,0.2,33.4
369.0,0.1488,39.0
354.0,0.1104,47.9
348.0,0.1385,47.3
291.0,0.0894,52.8
444.0,0.1325,56.1
382.0,0.1126,58.3
367.0,0.121,56.5
341.0,0.1062,57.0
371.0,0.1152,57.6
412.0,0.1199,59.3
373.0,0.1156,58.7
388.0,0.1228,57.7
433.0,0.1382,57.0
479.0,0.1567,56.0
470.0,0.1491,56.4
278.0,0.09699999999999999,54.0
284.0,0.0784,59.5
266.0,0.0771,60.7
309.0,0.0868,62.2
293.0,0.084,62.2
279.0,0.0827,61.5
274.0,0.0769,62.6
272.0,0.0755,63.5
250.0,0.0674,65.3
302.0,0.0826,65.1
298.0,0.0836,64.8
282.0,0.0831,62.7
318.0,0.0862,64.5
306.0,0.0827,65.2
293.0,0.0823,64.5
302.0,0.0988,59.8
262.0,0.0776,60.3
296.0,0.0865,61.0
315.0,0.0861,63.1
321.0,0.0878,64.2
251.0,0.0728,63.4
245.0,0.0747,60.9
275.0,0.079,61.7
273.0,0.0874,59.5
404.0,0.1436,55.6
451.0,0.1745,51.7
477.0,0.1726,51.2
484.0,0.1984,49.5
444.0,0.1694,48.8
385.0,0.1789,44.4
456.0,0.1893,44.1
355.0,0.154,43.2
415.0,0.152,46.7
394.0,0.2184,39.5
398.0,0.2482,34.6
212.0,0.0639,46.5
194.0,0.0564,54.6
211.0,0.0601,58.7
217.0,0.0596,61.6
273.0,0.0738,63.5
239.0,0.0711,62.7
202.0,0.0599,61.7
228.0,0.065,62.6
221.0,0.065,62.6
213.0,0.0639,62.1
234.0,0.0672,62.5
260.0,0.0723,63.7
215.0,0.0617,63.1
229.0,0.066,63.1
187.0,0.0556,62.2
270.0,0.0842,60.7
237.0,0.0671,62.1
215.0,0.0606,62.4
172.0,0.0494,62.9
227.0,0.0623,63.8
198.0,0.0609,61.4
152.0,0.0432,61.8
206.0,0.0626,61.4
217.0,0.0699,59.1
233.0,0.0632,62.0
175.0,0.0496,62.5
173.0,0.0477,63.5
185.0,0.0509,64.3
220.0,0.0603,64.9
212.0,0.0597,63.8
164.0,0.0451,64.2
173.0,0.049,63.8
201.0,0.0572,63.3
229.0,0.0683,62.4
203.0,0.0572,62.4
213.0,0.0576,63.9
237.0,0.0678,63.4
165.0,0.0486,62.3
207.0,0.0546,65.3
185.0,0.053,63.4
217.0,0.0593,64.6
190.0,0.0556,63.0
208.0,0.0582,63.7
174.0,0.0494,63.5
208.0,0.0626,62.0
170.0,0.0472,63.3
176.0,0.0501,63.4
177.0,0.0478,64.6
201.0,0.0569,64.2
224.0,0.0619,64.5
219.0,0.0625,64.4
226.0,0.0603,65.9
203.0,0.0568,64.9
187.0,0.0496,66.5
180.0,0.051,65.8
216.0,0.0566,67.2
250.0,0.0696,65.8
206.0,0.0568,65.5
264.0,0.0691,67.3
268.0,0.0678,68.5
225.0,0.0611,67.1
233.0,0.0647,66.1
243.0,0.0645,66.3
238.0,0.0635,67.0
228.0,0.0623,66.5
270.0,0.0764,65.2
239.0,0.0646,65.5
195.0,0.0508,67.5
257.0,0.071,66.5
289.0,0.0775,66.3
251.0,0.0678,66.3
220.0,0.0605,66.0
